-111.0;-108.0;-98.0;-85.0;-66.0;-64.0;-71.0;-91.0;-107.0;-92.0;-110.0
-111.0;-107.0;-96.0;-83.0;-65.0;-65.0;-72.0;-90.0;-107.0;-94.0;-110.0
-111.0;-107.0;-96.0;-83.0;-65.0;-65.0;-72.0;-90.0;-107.0;-94.0;-110.0
-111.0;-107.0;-96.0;-83.0;-65.0;-65.0;-72.0;-90.0;-107.0;-94.0;-110.0
-111.0;-107.0;-96.0;-83.0;-65.0;-65.0;-72.0;-90.0;-107.0;-94.0;-110.0
-111.0;-107.0;-96.0;-83.0;-65.0;-65.0;-72.0;-90.0;-107.0;-94.0;-110.0
-111.0;-108.0;-97.0;-84.0;-66.0;-65.0;-72.0;-91.0;-107.0;-93.0;-110.0
-111.0;-108.0;-97.0;-84.0;-66.0;-65.0;-72.0;-91.0;-107.0;-93.0;-110.0
-111.0;-107.0;-97.0;-84.0;-66.0;-65.0;-72.0;-91.0;-107.0;-93.0;-110.0
-111.0;-107.0;-97.0;-84.0;-66.0;-65.0;-72.0;-91.0;-107.0;-93.0;-110.0
-111.0;-107.0;-97.0;-84.0;-66.0;-65.0;-72.0;-91.0;-107.0;-93.0;-110.0
-111.0;-108.0;-98.0;-85.0;-66.0;-64.0;-71.0;-91.0;-107.0;-92.0;-110.0
-111.0;-108.0;-98.0;-85.0;-66.0;-64.0;-71.0;-91.0;-107.0;-92.0;-110.0
-111.0;-108.0;-98.0;-85.0;-66.0;-64.0;-71.0;-91.0;-107.0;-92.0;-110.0
-111.0;-108.0;-98.0;-85.0;-66.0;-64.0;-71.0;-91.0;-107.0;-92.0;-110.0
-111.0;-108.0;-98.0;-85.0;-66.0;-64.0;-71.0;-91.0;-107.0;-92.0;-110.0
-111.0;-108.0;-98.0;-86.0;-66.0;-64.0;-70.0;-92.0;-106.0;-92.0;-110.0
-111.0;-108.0;-98.0;-86.0;-66.0;-64.0;-70.0;-92.0;-106.0;-92.0;-110.0
-111.0;-108.0;-98.0;-86.0;-66.0;-64.0;-70.0;-92.0;-106.0;-92.0;-110.0
-111.0;-108.0;-98.0;-86.0;-66.0;-64.0;-70.0;-92.0;-106.0;-92.0;-110.0
-111.0;-108.0;-98.0;-86.0;-66.0;-64.0;-70.0;-92.0;-106.0;-92.0;-110.0
-110.0;-108.0;-99.0;-87.0;-66.0;-63.0;-70.0;-93.0;-106.0;-91.0;-110.0
-110.0;-108.0;-99.0;-87.0;-66.0;-63.0;-70.0;-93.0;-106.0;-91.0;-110.0
-110.0;-108.0;-99.0;-87.0;-66.0;-63.0;-70.0;-93.0;-106.0;-91.0;-110.0
-110.0;-108.0;-99.0;-87.0;-66.0;-63.0;-70.0;-93.0;-106.0;-91.0;-110.0
-110.0;-108.0;-99.0;-87.0;-66.0;-63.0;-70.0;-93.0;-106.0;-91.0;-110.0
-105.0;-103.0;-79.0;-68.0;-60.0;-74.0;-88.0;-83.0;-110.0;-109.0;-111.0
-103.0;-103.0;-77.0;-68.0;-60.0;-75.0;-90.0;-85.0;-110.0;-109.0;-111.0
-103.0;-103.0;-77.0;-68.0;-60.0;-75.0;-90.0;-85.0;-110.0;-109.0;-111.0
-103.0;-103.0;-77.0;-68.0;-60.0;-75.0;-90.0;-85.0;-110.0;-109.0;-111.0
-103.0;-103.0;-77.0;-68.0;-60.0;-75.0;-90.0;-85.0;-110.0;-109.0;-111.0
